,trial type,subject,rewarded,common,repeat
363,unrewarded common,150.0,unrewarded,common,True
364,rewarded common,150.0,rewarded,common,True
365,unrewarded rare,150.0,unrewarded,rare,True
366,unrewarded rare,150.0,unrewarded,rare,True
367,rewarded common,150.0,rewarded,common,True
368,rewarded common,150.0,rewarded,common,True
369,unrewarded common,150.0,unrewarded,common,True
370,unrewarded common,150.0,unrewarded,common,True
371,unrewarded common,150.0,unrewarded,common,True
372,rewarded rare,150.0,rewarded,rare,True
373,rewarded common,150.0,rewarded,common,True
374,unrewarded common,150.0,unrewarded,common,True
375,rewarded common,150.0,rewarded,common,True
376,unrewarded common,150.0,unrewarded,common,True
377,unrewarded rare,150.0,unrewarded,rare,False
378,unrewarded common,150.0,unrewarded,common,False
379,unrewarded common,150.0,unrewarded,common,True
380,rewarded rare,150.0,rewarded,rare,False
381,rewarded common,150.0,rewarded,common,True
382,unrewarded common,150.0,unrewarded,common,True
383,unrewarded rare,150.0,unrewarded,rare,True
384,rewarded common,150.0,rewarded,common,True
385,unrewarded rare,150.0,unrewarded,rare,True
386,unrewarded common,150.0,unrewarded,common,True
387,rewarded rare,150.0,rewarded,rare,True
388,rewarded common,150.0,rewarded,common,False
389,unrewarded common,150.0,unrewarded,common,False
390,unrewarded common,150.0,unrewarded,common,True
391,rewarded common,150.0,rewarded,common,True
392,unrewarded rare,150.0,unrewarded,rare,True
393,unrewarded rare,150.0,unrewarded,rare,True
394,unrewarded common,150.0,unrewarded,common,True
395,rewarded common,150.0,rewarded,common,True
397,unrewarded rare,150.0,unrewarded,rare,False
398,unrewarded common,150.0,unrewarded,common,True
399,rewarded common,150.0,rewarded,common,False
400,unrewarded rare,150.0,unrewarded,rare,False
202,unrewarded common,151.0,unrewarded,common,True
203,unrewarded common,151.0,unrewarded,common,True
204,unrewarded rare,151.0,unrewarded,rare,True
205,rewarded rare,151.0,rewarded,rare,False
206,rewarded common,151.0,rewarded,common,True
207,rewarded common,151.0,rewarded,common,True
208,unrewarded rare,151.0,unrewarded,rare,True
209,unrewarded common,151.0,unrewarded,common,False
210,unrewarded common,151.0,unrewarded,common,False
211,unrewarded common,151.0,unrewarded,common,True
212,unrewarded common,151.0,unrewarded,common,False
213,unrewarded rare,151.0,unrewarded,rare,True
214,unrewarded common,151.0,unrewarded,common,True
215,unrewarded rare,151.0,unrewarded,rare,True
216,rewarded common,151.0,rewarded,common,True
217,rewarded common,151.0,rewarded,common,True
218,unrewarded common,151.0,unrewarded,common,True
219,unrewarded common,151.0,unrewarded,common,True
220,unrewarded common,151.0,unrewarded,common,True
221,unrewarded common,151.0,unrewarded,common,False
222,unrewarded common,151.0,unrewarded,common,True
223,rewarded common,151.0,rewarded,common,True
224,rewarded common,151.0,rewarded,common,True
225,rewarded common,151.0,rewarded,common,True
226,rewarded rare,151.0,rewarded,rare,True
227,unrewarded rare,151.0,unrewarded,rare,True
228,unrewarded common,151.0,unrewarded,common,True
229,unrewarded rare,151.0,unrewarded,rare,True
230,rewarded common,151.0,rewarded,common,True
231,rewarded common,151.0,rewarded,common,True
232,rewarded common,151.0,rewarded,common,True
233,rewarded common,151.0,rewarded,common,True
234,unrewarded common,151.0,unrewarded,common,False
235,rewarded common,151.0,rewarded,common,True
236,unrewarded common,151.0,unrewarded,common,True
237,rewarded common,151.0,rewarded,common,True
238,unrewarded common,151.0,unrewarded,common,True
239,unrewarded common,151.0,unrewarded,common,True
240,unrewarded common,151.0,unrewarded,common,False
241,rewarded common,151.0,rewarded,common,True
242,unrewarded common,151.0,unrewarded,common,True
243,unrewarded common,151.0,unrewarded,common,False
244,unrewarded rare,151.0,unrewarded,rare,True
245,rewarded common,151.0,rewarded,common,True
246,unrewarded rare,151.0,unrewarded,rare,True
248,unrewarded rare,151.0,unrewarded,rare,True
249,rewarded common,151.0,rewarded,common,True
250,unrewarded common,151.0,unrewarded,common,True
251,unrewarded common,151.0,unrewarded,common,False
252,rewarded common,151.0,rewarded,common,False
253,unrewarded common,151.0,unrewarded,common,False
254,unrewarded common,151.0,unrewarded,common,True
255,rewarded common,151.0,rewarded,common,True
256,unrewarded common,151.0,unrewarded,common,True
257,unrewarded common,151.0,unrewarded,common,False
258,unrewarded common,151.0,unrewarded,common,True
259,unrewarded common,151.0,unrewarded,common,True
260,unrewarded rare,151.0,unrewarded,rare,False
261,unrewarded common,151.0,unrewarded,common,False
262,unrewarded common,151.0,unrewarded,common,True
263,rewarded rare,151.0,rewarded,rare,False
264,unrewarded rare,151.0,unrewarded,rare,True
265,unrewarded common,151.0,unrewarded,common,True
266,rewarded common,151.0,rewarded,common,True
267,unrewarded rare,151.0,unrewarded,rare,True
268,rewarded common,151.0,rewarded,common,True
269,rewarded common,151.0,rewarded,common,True
270,rewarded common,151.0,rewarded,common,True
271,unrewarded rare,151.0,unrewarded,rare,True
272,rewarded rare,151.0,rewarded,rare,True
273,unrewarded common,151.0,unrewarded,common,True
274,rewarded rare,151.0,rewarded,rare,False
275,rewarded rare,151.0,rewarded,rare,True
276,unrewarded common,151.0,unrewarded,common,False
277,unrewarded common,151.0,unrewarded,common,False
278,unrewarded rare,151.0,unrewarded,rare,True
279,unrewarded rare,151.0,unrewarded,rare,True
280,rewarded rare,151.0,rewarded,rare,False
281,unrewarded common,151.0,unrewarded,common,True
282,unrewarded common,151.0,unrewarded,common,False
283,rewarded common,151.0,rewarded,common,True
284,unrewarded rare,151.0,unrewarded,rare,True
285,unrewarded rare,151.0,unrewarded,rare,True
286,rewarded rare,151.0,rewarded,rare,False
287,unrewarded common,151.0,unrewarded,common,False
288,unrewarded common,151.0,unrewarded,common,True
289,unrewarded common,151.0,unrewarded,common,True
290,unrewarded rare,151.0,unrewarded,rare,True
291,unrewarded common,151.0,unrewarded,common,False
292,unrewarded common,151.0,unrewarded,common,True
293,unrewarded common,151.0,unrewarded,common,False
294,unrewarded common,151.0,unrewarded,common,True
295,rewarded rare,151.0,rewarded,rare,False
296,unrewarded common,151.0,unrewarded,common,True
297,rewarded common,151.0,rewarded,common,True
298,rewarded rare,151.0,rewarded,rare,True
299,unrewarded common,151.0,unrewarded,common,False
300,rewarded common,151.0,rewarded,common,True
301,rewarded common,151.0,rewarded,common,True
302,unrewarded common,151.0,unrewarded,common,True
303,rewarded common,151.0,rewarded,common,True
304,rewarded rare,151.0,rewarded,rare,True
305,unrewarded rare,151.0,unrewarded,rare,True
306,unrewarded common,151.0,unrewarded,common,False
307,unrewarded common,151.0,unrewarded,common,True
308,unrewarded rare,151.0,unrewarded,rare,True
309,rewarded common,151.0,rewarded,common,True
310,unrewarded common,151.0,unrewarded,common,True
311,rewarded common,151.0,rewarded,common,True
312,unrewarded common,151.0,unrewarded,common,True
313,unrewarded common,151.0,unrewarded,common,True
314,unrewarded common,151.0,unrewarded,common,False
315,unrewarded common,151.0,unrewarded,common,False
316,unrewarded common,151.0,unrewarded,common,False
317,rewarded common,151.0,rewarded,common,True
318,rewarded rare,151.0,rewarded,rare,False
319,unrewarded common,151.0,unrewarded,common,True
320,rewarded rare,151.0,rewarded,rare,False
321,rewarded common,151.0,rewarded,common,True
322,unrewarded common,151.0,unrewarded,common,True
323,unrewarded common,151.0,unrewarded,common,False
324,unrewarded common,151.0,unrewarded,common,True
325,unrewarded common,151.0,unrewarded,common,False
326,unrewarded common,151.0,unrewarded,common,True
327,unrewarded common,151.0,unrewarded,common,False
328,unrewarded rare,151.0,unrewarded,rare,True
329,unrewarded common,151.0,unrewarded,common,True
330,rewarded common,151.0,rewarded,common,True
331,rewarded common,151.0,rewarded,common,True
332,rewarded common,151.0,rewarded,common,True
333,rewarded common,151.0,rewarded,common,True
334,unrewarded common,151.0,unrewarded,common,True
335,unrewarded common,151.0,unrewarded,common,False
336,unrewarded common,151.0,unrewarded,common,False
337,rewarded common,151.0,rewarded,common,True
338,rewarded common,151.0,rewarded,common,True
339,rewarded common,151.0,rewarded,common,True
340,rewarded rare,151.0,rewarded,rare,True
341,unrewarded common,151.0,unrewarded,common,False
342,unrewarded common,151.0,unrewarded,common,True
343,unrewarded common,151.0,unrewarded,common,True
344,unrewarded rare,151.0,unrewarded,rare,True
345,unrewarded common,151.0,unrewarded,common,True
346,unrewarded common,151.0,unrewarded,common,True
347,rewarded common,151.0,rewarded,common,True
348,unrewarded common,151.0,unrewarded,common,True
349,unrewarded common,151.0,unrewarded,common,False
350,unrewarded rare,151.0,unrewarded,rare,True
351,unrewarded common,151.0,unrewarded,common,True
352,unrewarded common,151.0,unrewarded,common,True
353,rewarded common,151.0,rewarded,common,True
354,unrewarded common,151.0,unrewarded,common,False
355,rewarded common,151.0,rewarded,common,True
356,unrewarded common,151.0,unrewarded,common,True
357,rewarded rare,151.0,rewarded,rare,False
358,unrewarded common,151.0,unrewarded,common,True
359,rewarded common,151.0,rewarded,common,True
360,unrewarded common,151.0,unrewarded,common,True
361,unrewarded common,151.0,unrewarded,common,True
362,unrewarded common,151.0,unrewarded,common,True
363,unrewarded rare,151.0,unrewarded,rare,False
364,rewarded common,151.0,rewarded,common,False
365,rewarded common,151.0,rewarded,common,False
366,unrewarded rare,151.0,unrewarded,rare,True
367,rewarded rare,151.0,rewarded,rare,False
368,unrewarded common,151.0,unrewarded,common,True
369,unrewarded common,151.0,unrewarded,common,False
370,rewarded common,151.0,rewarded,common,True
371,rewarded rare,151.0,rewarded,rare,True
372,unrewarded rare,151.0,unrewarded,rare,False
373,unrewarded common,151.0,unrewarded,common,False
375,unrewarded common,151.0,unrewarded,common,True
376,unrewarded common,151.0,unrewarded,common,True
377,rewarded common,151.0,rewarded,common,True
378,rewarded rare,151.0,rewarded,rare,True
379,unrewarded common,151.0,unrewarded,common,True
380,unrewarded common,151.0,unrewarded,common,False
381,unrewarded common,151.0,unrewarded,common,True
382,unrewarded common,151.0,unrewarded,common,False
383,rewarded common,151.0,rewarded,common,True
384,unrewarded common,151.0,unrewarded,common,False
385,unrewarded common,151.0,unrewarded,common,False
386,rewarded common,151.0,rewarded,common,True
387,unrewarded common,151.0,unrewarded,common,True
388,unrewarded common,151.0,unrewarded,common,False
389,unrewarded rare,151.0,unrewarded,rare,True
390,rewarded common,151.0,rewarded,common,True
391,unrewarded common,151.0,unrewarded,common,True
392,unrewarded rare,151.0,unrewarded,rare,True
394,unrewarded common,151.0,unrewarded,common,True
395,rewarded common,151.0,rewarded,common,False
396,rewarded common,151.0,rewarded,common,False
397,unrewarded common,151.0,unrewarded,common,False
398,unrewarded common,151.0,unrewarded,common,True
399,rewarded rare,151.0,rewarded,rare,False
400,rewarded rare,151.0,rewarded,rare,True
202,unrewarded common,152.0,unrewarded,common,True
203,rewarded rare,152.0,rewarded,rare,True
204,unrewarded rare,152.0,unrewarded,rare,False
205,rewarded common,152.0,rewarded,common,False
206,rewarded common,152.0,rewarded,common,True
207,unrewarded common,152.0,unrewarded,common,False
208,unrewarded rare,152.0,unrewarded,rare,False
209,rewarded common,152.0,rewarded,common,False
210,rewarded rare,152.0,rewarded,rare,False
211,unrewarded common,152.0,unrewarded,common,False
212,rewarded common,152.0,rewarded,common,True
213,rewarded common,152.0,rewarded,common,True
214,rewarded common,152.0,rewarded,common,False
215,unrewarded common,152.0,unrewarded,common,False
216,unrewarded rare,152.0,unrewarded,rare,False
217,rewarded common,152.0,rewarded,common,False
218,rewarded common,152.0,rewarded,common,True
219,rewarded common,152.0,rewarded,common,False
220,rewarded rare,152.0,rewarded,rare,False
221,unrewarded rare,152.0,unrewarded,rare,True
222,rewarded common,152.0,rewarded,common,True
223,rewarded common,152.0,rewarded,common,False
224,unrewarded common,152.0,unrewarded,common,True
225,unrewarded common,152.0,unrewarded,common,False
226,rewarded common,152.0,rewarded,common,True
227,rewarded rare,152.0,rewarded,rare,True
228,unrewarded common,152.0,unrewarded,common,True
230,unrewarded common,152.0,unrewarded,common,True
231,rewarded common,152.0,rewarded,common,True
232,rewarded common,152.0,rewarded,common,True
233,unrewarded common,152.0,unrewarded,common,False
234,rewarded common,152.0,rewarded,common,False
235,unrewarded common,152.0,unrewarded,common,True
236,unrewarded rare,152.0,unrewarded,rare,True
237,rewarded rare,152.0,rewarded,rare,False
238,unrewarded common,152.0,unrewarded,common,False
239,unrewarded common,152.0,unrewarded,common,False
240,unrewarded common,152.0,unrewarded,common,True
241,unrewarded rare,152.0,unrewarded,rare,True
242,unrewarded common,152.0,unrewarded,common,False
243,rewarded common,152.0,rewarded,common,False
244,rewarded common,152.0,rewarded,common,True
245,unrewarded common,152.0,unrewarded,common,False
246,unrewarded common,152.0,unrewarded,common,True
247,rewarded common,152.0,rewarded,common,True
248,rewarded common,152.0,rewarded,common,True
249,unrewarded rare,152.0,unrewarded,rare,True
250,rewarded rare,152.0,rewarded,rare,True
251,rewarded rare,152.0,rewarded,rare,False
252,rewarded rare,152.0,rewarded,rare,False
253,unrewarded common,152.0,unrewarded,common,True
254,unrewarded common,152.0,unrewarded,common,True
255,rewarded rare,152.0,rewarded,rare,True
256,rewarded rare,152.0,rewarded,rare,True
257,rewarded rare,152.0,rewarded,rare,False
258,rewarded rare,152.0,rewarded,rare,True
259,unrewarded common,152.0,unrewarded,common,True
260,unrewarded common,152.0,unrewarded,common,True
261,rewarded rare,152.0,rewarded,rare,True
262,unrewarded common,152.0,unrewarded,common,False
263,rewarded common,152.0,rewarded,common,True
264,unrewarded rare,152.0,unrewarded,rare,False
265,rewarded common,152.0,rewarded,common,False
267,unrewarded common,152.0,unrewarded,common,False
268,rewarded common,152.0,rewarded,common,False
269,unrewarded rare,152.0,unrewarded,rare,True
270,unrewarded common,152.0,unrewarded,common,True
271,rewarded common,152.0,rewarded,common,False
272,unrewarded rare,152.0,unrewarded,rare,True
273,rewarded common,152.0,rewarded,common,False
274,rewarded rare,152.0,rewarded,rare,False
275,unrewarded common,152.0,unrewarded,common,False
276,unrewarded rare,152.0,unrewarded,rare,True
277,unrewarded common,152.0,unrewarded,common,True
278,unrewarded rare,152.0,unrewarded,rare,False
279,rewarded rare,152.0,rewarded,rare,True
280,unrewarded rare,152.0,unrewarded,rare,True
281,unrewarded rare,152.0,unrewarded,rare,True
282,unrewarded common,152.0,unrewarded,common,False
283,rewarded common,152.0,rewarded,common,True
284,unrewarded common,152.0,unrewarded,common,False
285,rewarded common,152.0,rewarded,common,True
286,rewarded common,152.0,rewarded,common,True
287,unrewarded common,152.0,unrewarded,common,False
288,unrewarded common,152.0,unrewarded,common,True
289,rewarded common,152.0,rewarded,common,True
290,rewarded common,152.0,rewarded,common,True
291,unrewarded common,152.0,unrewarded,common,False
292,rewarded common,152.0,rewarded,common,True
293,rewarded common,152.0,rewarded,common,True
294,rewarded common,152.0,rewarded,common,True
295,rewarded rare,152.0,rewarded,rare,False
296,rewarded common,152.0,rewarded,common,False
297,rewarded common,152.0,rewarded,common,True
298,rewarded common,152.0,rewarded,common,False
299,unrewarded rare,152.0,unrewarded,rare,False
300,rewarded common,152.0,rewarded,common,True
301,unrewarded common,152.0,unrewarded,common,False
302,unrewarded common,152.0,unrewarded,common,True
303,unrewarded common,152.0,unrewarded,common,True
304,unrewarded common,152.0,unrewarded,common,False
305,unrewarded common,152.0,unrewarded,common,True
306,unrewarded common,152.0,unrewarded,common,True
307,unrewarded rare,152.0,unrewarded,rare,True
308,unrewarded rare,152.0,unrewarded,rare,False
309,unrewarded rare,152.0,unrewarded,rare,True
310,rewarded common,152.0,rewarded,common,False
311,unrewarded common,152.0,unrewarded,common,False
312,unrewarded rare,152.0,unrewarded,rare,True
313,unrewarded common,152.0,unrewarded,common,False
314,rewarded rare,152.0,rewarded,rare,True
315,unrewarded common,152.0,unrewarded,common,True
316,rewarded common,152.0,rewarded,common,True
317,rewarded common,152.0,rewarded,common,False
318,unrewarded common,152.0,unrewarded,common,True
319,unrewarded common,152.0,unrewarded,common,False
321,rewarded common,152.0,rewarded,common,True
322,rewarded common,152.0,rewarded,common,False
323,rewarded common,152.0,rewarded,common,True
324,rewarded common,152.0,rewarded,common,False
325,unrewarded common,152.0,unrewarded,common,True
326,unrewarded common,152.0,unrewarded,common,True
327,unrewarded rare,152.0,unrewarded,rare,False
328,rewarded common,152.0,rewarded,common,True
329,rewarded common,152.0,rewarded,common,True
330,rewarded rare,152.0,rewarded,rare,True
331,unrewarded common,152.0,unrewarded,common,False
332,unrewarded common,152.0,unrewarded,common,False
333,unrewarded rare,152.0,unrewarded,rare,False
334,rewarded rare,152.0,rewarded,rare,False
335,rewarded common,152.0,rewarded,common,True
336,unrewarded common,152.0,unrewarded,common,True
337,rewarded common,152.0,rewarded,common,True
338,rewarded rare,152.0,rewarded,rare,False
339,rewarded common,152.0,rewarded,common,False
340,rewarded rare,152.0,rewarded,rare,False
341,rewarded common,152.0,rewarded,common,False
342,unrewarded common,152.0,unrewarded,common,True
343,rewarded common,152.0,rewarded,common,True
344,unrewarded rare,152.0,unrewarded,rare,False
345,rewarded common,152.0,rewarded,common,False
346,rewarded common,152.0,rewarded,common,False
347,unrewarded rare,152.0,unrewarded,rare,True
348,unrewarded rare,152.0,unrewarded,rare,True
349,rewarded common,152.0,rewarded,common,False
350,unrewarded rare,152.0,unrewarded,rare,True
351,rewarded rare,152.0,rewarded,rare,False
352,rewarded common,152.0,rewarded,common,False
353,unrewarded common,152.0,unrewarded,common,False
354,rewarded common,152.0,rewarded,common,True
355,unrewarded rare,152.0,unrewarded,rare,False
356,rewarded common,152.0,rewarded,common,False
357,rewarded common,152.0,rewarded,common,True
358,unrewarded common,152.0,unrewarded,common,True
359,unrewarded common,152.0,unrewarded,common,False
360,unrewarded common,152.0,unrewarded,common,True
361,rewarded common,152.0,rewarded,common,True
362,rewarded common,152.0,rewarded,common,True
363,rewarded common,152.0,rewarded,common,False
364,rewarded common,152.0,rewarded,common,False
365,unrewarded rare,152.0,unrewarded,rare,True
366,rewarded common,152.0,rewarded,common,False
367,unrewarded rare,152.0,unrewarded,rare,False
368,unrewarded rare,152.0,unrewarded,rare,False
369,unrewarded rare,152.0,unrewarded,rare,False
370,unrewarded common,152.0,unrewarded,common,False
371,unrewarded common,152.0,unrewarded,common,True
372,rewarded common,152.0,rewarded,common,False
373,unrewarded rare,152.0,unrewarded,rare,False
375,unrewarded rare,152.0,unrewarded,rare,True
376,unrewarded common,152.0,unrewarded,common,False
377,rewarded rare,152.0,rewarded,rare,False
378,rewarded common,152.0,rewarded,common,False
379,rewarded common,152.0,rewarded,common,True
380,unrewarded common,152.0,unrewarded,common,False
381,rewarded common,152.0,rewarded,common,False
382,rewarded common,152.0,rewarded,common,True
383,unrewarded common,152.0,unrewarded,common,True
384,rewarded common,152.0,rewarded,common,False
385,rewarded rare,152.0,rewarded,rare,False
386,unrewarded common,152.0,unrewarded,common,False
387,unrewarded common,152.0,unrewarded,common,False
388,unrewarded rare,152.0,unrewarded,rare,True
389,rewarded common,152.0,rewarded,common,True
390,unrewarded common,152.0,unrewarded,common,True
391,unrewarded common,152.0,unrewarded,common,True
392,unrewarded rare,152.0,unrewarded,rare,False
393,unrewarded rare,152.0,unrewarded,rare,True
394,rewarded rare,152.0,rewarded,rare,True
395,rewarded rare,152.0,rewarded,rare,True
396,rewarded rare,152.0,rewarded,rare,False
397,unrewarded common,152.0,unrewarded,common,False
398,unrewarded common,152.0,unrewarded,common,True
399,unrewarded common,152.0,unrewarded,common,False
400,rewarded common,152.0,rewarded,common,False
202,unrewarded common,153.0,unrewarded,common,True
203,rewarded rare,153.0,rewarded,rare,True
204,unrewarded common,153.0,unrewarded,common,False
205,rewarded common,153.0,rewarded,common,True
206,unrewarded rare,153.0,unrewarded,rare,True
207,rewarded common,153.0,rewarded,common,True
208,rewarded common,153.0,rewarded,common,True
209,unrewarded rare,153.0,unrewarded,rare,True
210,rewarded rare,153.0,rewarded,rare,True
211,unrewarded common,153.0,unrewarded,common,True
212,rewarded common,153.0,rewarded,common,True
213,rewarded common,153.0,rewarded,common,True
214,unrewarded common,153.0,unrewarded,common,False
215,unrewarded common,153.0,unrewarded,common,True
216,rewarded common,153.0,rewarded,common,True
217,rewarded rare,153.0,rewarded,rare,True
218,unrewarded common,153.0,unrewarded,common,False
219,unrewarded rare,153.0,unrewarded,rare,True
220,rewarded common,153.0,rewarded,common,True
221,rewarded common,153.0,rewarded,common,True
222,unrewarded rare,153.0,unrewarded,rare,False
223,unrewarded common,153.0,unrewarded,common,True
224,unrewarded common,153.0,unrewarded,common,False
225,rewarded common,153.0,rewarded,common,False
226,rewarded common,153.0,rewarded,common,True
227,unrewarded common,153.0,unrewarded,common,True
228,rewarded rare,153.0,rewarded,rare,False
229,unrewarded rare,153.0,unrewarded,rare,True
230,rewarded rare,153.0,rewarded,rare,True
231,rewarded common,153.0,rewarded,common,True
232,unrewarded rare,153.0,unrewarded,rare,False
233,unrewarded common,153.0,unrewarded,common,False
234,unrewarded common,153.0,unrewarded,common,False
235,rewarded common,153.0,rewarded,common,False
236,unrewarded rare,153.0,unrewarded,rare,True
237,rewarded rare,153.0,rewarded,rare,False
238,rewarded rare,153.0,rewarded,rare,False
239,rewarded common,153.0,rewarded,common,False
240,rewarded rare,153.0,rewarded,rare,True
241,unrewarded common,153.0,unrewarded,common,True
242,rewarded common,153.0,rewarded,common,False
243,unrewarded rare,153.0,unrewarded,rare,False
244,rewarded common,153.0,rewarded,common,True
245,rewarded common,153.0,rewarded,common,True
246,rewarded common,153.0,rewarded,common,True
247,rewarded rare,153.0,rewarded,rare,True
248,unrewarded common,153.0,unrewarded,common,False
249,unrewarded common,153.0,unrewarded,common,True
250,rewarded common,153.0,rewarded,common,False
251,rewarded common,153.0,rewarded,common,True
252,rewarded rare,153.0,rewarded,rare,True
253,unrewarded common,153.0,unrewarded,common,True
254,rewarded rare,153.0,rewarded,rare,True
255,unrewarded common,153.0,unrewarded,common,True
256,unrewarded common,153.0,unrewarded,common,True
257,unrewarded rare,153.0,unrewarded,rare,True
258,unrewarded common,153.0,unrewarded,common,True
259,rewarded common,153.0,rewarded,common,True
260,unrewarded rare,153.0,unrewarded,rare,False
261,rewarded common,153.0,rewarded,common,False
262,rewarded common,153.0,rewarded,common,True
263,unrewarded common,153.0,unrewarded,common,True
264,rewarded rare,153.0,rewarded,rare,False
265,unrewarded rare,153.0,unrewarded,rare,True
266,rewarded common,153.0,rewarded,common,True
267,rewarded common,153.0,rewarded,common,False
268,unrewarded common,153.0,unrewarded,common,False
269,rewarded common,153.0,rewarded,common,False
270,unrewarded common,153.0,unrewarded,common,True
271,rewarded common,153.0,rewarded,common,True
272,rewarded common,153.0,rewarded,common,False
273,unrewarded rare,153.0,unrewarded,rare,False
274,unrewarded common,153.0,unrewarded,common,True
275,unrewarded rare,153.0,unrewarded,rare,False
276,unrewarded common,153.0,unrewarded,common,False
277,unrewarded common,153.0,unrewarded,common,False
278,unrewarded common,153.0,unrewarded,common,False
279,unrewarded common,153.0,unrewarded,common,False
280,unrewarded common,153.0,unrewarded,common,False
281,rewarded common,153.0,rewarded,common,False
282,rewarded common,153.0,rewarded,common,False
283,unrewarded common,153.0,unrewarded,common,False
284,rewarded common,153.0,rewarded,common,True
285,unrewarded common,153.0,unrewarded,common,False
286,rewarded common,153.0,rewarded,common,False
287,unrewarded common,153.0,unrewarded,common,True
289,unrewarded common,153.0,unrewarded,common,True
290,unrewarded common,153.0,unrewarded,common,True
291,unrewarded common,153.0,unrewarded,common,True
292,unrewarded rare,153.0,unrewarded,rare,True
293,unrewarded rare,153.0,unrewarded,rare,False
294,rewarded common,153.0,rewarded,common,True
295,rewarded common,153.0,rewarded,common,False
296,rewarded rare,153.0,rewarded,rare,False
298,unrewarded rare,153.0,unrewarded,rare,True
299,rewarded common,153.0,rewarded,common,True
300,unrewarded rare,153.0,unrewarded,rare,False
301,rewarded common,153.0,rewarded,common,False
302,rewarded common,153.0,rewarded,common,False
303,unrewarded common,153.0,unrewarded,common,False
304,unrewarded common,153.0,unrewarded,common,False
305,unrewarded common,153.0,unrewarded,common,True
306,unrewarded rare,153.0,unrewarded,rare,True
307,unrewarded common,153.0,unrewarded,common,True
308,unrewarded rare,153.0,unrewarded,rare,False
309,rewarded common,153.0,rewarded,common,True
310,unrewarded common,153.0,unrewarded,common,False
311,rewarded rare,153.0,rewarded,rare,False
312,rewarded rare,153.0,rewarded,rare,True
313,rewarded rare,153.0,rewarded,rare,False
314,unrewarded common,153.0,unrewarded,common,True
315,rewarded common,153.0,rewarded,common,True
316,unrewarded rare,153.0,unrewarded,rare,True
317,unrewarded common,153.0,unrewarded,common,False
318,rewarded rare,153.0,rewarded,rare,True
319,rewarded common,153.0,rewarded,common,False
320,rewarded common,153.0,rewarded,common,True
321,rewarded rare,153.0,rewarded,rare,False
322,unrewarded common,153.0,unrewarded,common,False
323,unrewarded rare,153.0,unrewarded,rare,True
324,rewarded common,153.0,rewarded,common,False
325,rewarded common,153.0,rewarded,common,False
326,rewarded rare,153.0,rewarded,rare,False
327,rewarded common,153.0,rewarded,common,True
328,rewarded common,153.0,rewarded,common,False
329,rewarded common,153.0,rewarded,common,True
330,unrewarded rare,153.0,unrewarded,rare,False
331,rewarded common,153.0,rewarded,common,True
332,rewarded common,153.0,rewarded,common,True
333,rewarded common,153.0,rewarded,common,True
334,unrewarded rare,153.0,unrewarded,rare,True
335,rewarded common,153.0,rewarded,common,False
336,rewarded common,153.0,rewarded,common,False
337,rewarded rare,153.0,rewarded,rare,True
338,unrewarded common,153.0,unrewarded,common,True
339,rewarded common,153.0,rewarded,common,True
340,rewarded rare,153.0,rewarded,rare,True
341,unrewarded common,153.0,unrewarded,common,True
342,rewarded common,153.0,rewarded,common,True
343,unrewarded common,153.0,unrewarded,common,False
345,rewarded common,153.0,rewarded,common,True
346,rewarded rare,153.0,rewarded,rare,False
348,unrewarded rare,153.0,unrewarded,rare,True
349,rewarded common,153.0,rewarded,common,True
350,rewarded common,153.0,rewarded,common,True
351,rewarded rare,153.0,rewarded,rare,True
352,rewarded common,153.0,rewarded,common,True
353,rewarded rare,153.0,rewarded,rare,True
354,rewarded common,153.0,rewarded,common,True
355,rewarded rare,153.0,rewarded,rare,True
356,unrewarded common,153.0,unrewarded,common,False
357,unrewarded rare,153.0,unrewarded,rare,False
358,rewarded common,153.0,rewarded,common,True
359,unrewarded common,153.0,unrewarded,common,True
360,rewarded rare,153.0,rewarded,rare,True
361,unrewarded common,153.0,unrewarded,common,True
362,rewarded common,153.0,rewarded,common,False
363,rewarded common,153.0,rewarded,common,False
364,unrewarded common,153.0,unrewarded,common,False
365,unrewarded common,153.0,unrewarded,common,False
366,rewarded rare,153.0,rewarded,rare,False
367,unrewarded common,153.0,unrewarded,common,False
368,rewarded rare,153.0,rewarded,rare,True
369,rewarded rare,153.0,rewarded,rare,True
370,unrewarded common,153.0,unrewarded,common,True
371,unrewarded common,153.0,unrewarded,common,False
372,unrewarded common,153.0,unrewarded,common,False
373,unrewarded common,153.0,unrewarded,common,True
374,unrewarded common,153.0,unrewarded,common,True
375,unrewarded rare,153.0,unrewarded,rare,False
376,unrewarded rare,153.0,unrewarded,rare,False
377,unrewarded common,153.0,unrewarded,common,False
378,rewarded common,153.0,rewarded,common,False
379,unrewarded common,153.0,unrewarded,common,False
380,unrewarded common,153.0,unrewarded,common,False
381,unrewarded rare,153.0,unrewarded,rare,True
382,unrewarded common,153.0,unrewarded,common,True
383,rewarded common,153.0,rewarded,common,False
384,rewarded common,153.0,rewarded,common,False
385,unrewarded common,153.0,unrewarded,common,False
386,rewarded common,153.0,rewarded,common,True
387,rewarded common,153.0,rewarded,common,False
388,unrewarded common,153.0,unrewarded,common,False
389,unrewarded rare,153.0,unrewarded,rare,False
390,unrewarded common,153.0,unrewarded,common,True
391,rewarded common,153.0,rewarded,common,True
392,unrewarded common,153.0,unrewarded,common,False
393,rewarded common,153.0,rewarded,common,True
