,discount,learning rate,dec temp,weight,prior weight,prior lr,subject
324,0.16909756,0.8684603,1.8685641,0.4932079,0.60219413,0.8376085,118
325,0.46089354,0.3136008,1.7815642,0.936204,1.4263145,0.5119433,119
326,0.7554094,0.7740022,1.8097689,0.78337854,1.0214989,0.11943043,120
327,0.39344987,0.3947915,0.890064,0.37309292,0.98882186,0.017992832,121
328,0.12651671,0.49271855,0.5430746,0.91200614,0.7313793,0.1759278,122
329,0.8920943,0.8396336,1.7493293,0.60408056,0.77057576,0.4267748,123
330,0.55178714,0.60892797,3.8579369,0.96431655,0.39819217,0.6428609,124
331,0.41452974,0.69371545,3.4752052,0.7013172,0.5841291,0.68553406,125
332,0.094136156,0.7708876,3.1125002,0.8967821,0.8006159,0.11938194,126
333,0.24011154,0.79482305,1.9596645,0.4949016,1.3386786,0.3738125,127
334,0.26314998,0.5176494,1.2381551,0.67386436,1.2173436,0.17673416,128
335,0.036110986,0.020782093,1.6586552,0.83034736,0.34449193,0.6233372,129
336,0.38392803,0.6107245,2.0730817,0.80928,1.2967248,0.1877031,130
337,0.17017151,0.217616,1.4640428,0.9461109,0.9695113,0.23762481,131
338,0.276855,0.8944473,0.63857543,0.4819123,0.4864639,0.236337,132
339,0.015958942,0.6650398,1.2712077,0.8048351,1.5518341,0.5460755,133
340,0.46230325,0.683664,1.5049034,0.48128065,0.44493395,0.7145914,134
341,0.46201262,0.61230665,1.3588307,0.3270652,1.5650811,0.5787059,135
342,0.29699364,0.81688243,2.2161431,0.73497516,0.872985,0.61366403,136
343,0.25570217,0.53332156,3.750193,0.8214608,0.5508797,0.6323902,137
344,0.26715052,0.06198462,1.3991492,0.7048779,0.5708966,0.1561344,138
345,0.2152799,0.7297804,1.3984292,0.25842395,0.98768497,0.480422,139
346,0.18386783,0.71054506,0.44360027,0.87696004,1.3041463,0.04261532,140
